customer_id,customer_name,customer_type,country_of_residence,occupation_or_industry,branch_id,onboarding_channel,risk_rating,pep_flag,annual_income_or_turnover_gbp,relationship_start_date
C01654,Silverline Trading Ltd,Business,Ireland,Technology,BR07,Branch,Medium,N,280000,2024-07-06
C01655,Mei Fraser,Individual,Hong Kong,Employee,BR03,Online,Low,N,60200,2024-08-25
C01656,Grace Okafor,Individual,United Kingdom,Self-employed,BR06,Branch,Low,N,68100,2025-03-23
C01657,Olivia Rossi,Individual,Russia,Student,BR03,Relationship Manager,Medium,N,55800,2025-03-12
C01658,Larkspur Motors PLC,Business,Germany,Construction,BR01,Branch,Low,N,499000,2024-12-04
C01659,Silverline Property PLC,Business,United Kingdom,Retail,BR02,Online,Low,N,800000,2024-11-03
C01660,Thistle Property LLP,Business,United Kingdom,Professional Services,BR01,Branch,Low,N,1076000,2025-11-13
C01661,Jack Murray,Individual,United Kingdom,Employee,BR04,Introducer,Low,N,25900,2025-01-02
C01662,Omar Ali,Individual,UAE,Senior Public Official,BR07,Branch,High,Y,118900,2025-07-25
C01663,Hannah Evans,Individual,United Kingdom,Employee,BR07,Online,Low,N,19100,2025-12-02
C01664,Ethan Khan,Individual,United Kingdom,Employee,BR02,Online,Low,N,48300,2024-09-01
C01665,Ethan Khan,Individual,Nigeria,Student,BR01,Relationship Manager,Medium,N,18000,2025-07-23
C01666,Ethan Doyle,Individual,United Kingdom,Employee,BR02,Branch,Low,N,37800,2025-08-17
C01667,Redwood Property Ltd,Business,Nigeria,Money Services,BR10,Relationship Manager,High,N,80000,2024-06-09
C01668,Ravi Brooks,Individual,United Kingdom,Employee,BR02,Introducer,Low,N,43500,2024-06-14
C01669,Luca Carter,Individual,United States,Employee,BR03,Branch,Low,N,49300,2024-04-28
C01670,Bluefield Trading Ltd,Business,United Kingdom,Retail,BR01,Branch,Medium,N,981000,2025-03-25
C01671,Hannah Patel,Individual,United Kingdom,Employee,BR07,Introducer,Low,N,39400,2025-07-10
C01672,Northgate Construction LLP,Business,France,Construction,BR04,Online,Low,N,68000,2025-07-03
C01673,Daniel Wright,Individual,United Kingdom,Student,BR01,Relationship Manager,Low,N,18300,2024-10-10
C01674,Crest Holdings Ltd,Business,Cyprus,Precious Metals,BR04,Relationship Manager,High,N,850000,2025-05-29
C01675,Hannah Doyle,Individual,Ireland,Student,BR06,Online,Low,N,67300,2024-01-22
C01676,Priya Brooks,Individual,United Kingdom,Employee,BR04,Branch,Low,N,42000,2025-04-25
C01677,Pinnacle Capital PLC,Business,United Kingdom,Charity,BR10,Online,Medium,N,1705000,2024-12-12
C01678,Amir Hughes,Individual,United States,Employee,BR08,Online,Low,N,74100,2025-08-29
C01679,Chen Okafor,Individual,United Kingdom,Retired,BR04,Online,Low,N,24900,2025-12-08
C01680,Priya Khan,Individual,United States,Student,BR10,Online,Low,N,29400,2025-02-10
C01681,Zara Murray,Individual,United Kingdom,Self-employed,BR08,Online,Low,N,27300,2025-03-30
C01682,Redwood Holdings Ltd,Business,United States,Hospitality,BR03,Relationship Manager,Medium,N,4424000,2025-11-09
C01683,Mei Brooks,Individual,United Kingdom,Student,BR07,Branch,Low,N,89700,2024-09-07
C01684,Chen Mensah,Individual,Germany,Student,BR04,Online,Low,N,14500,2024-04-15
C01685,Omar Walsh,Individual,United Kingdom,Employee,BR04,Branch,Low,N,19600,2025-01-05
C01686,Harbour Imports Ltd,Business,United Kingdom,Import/Export,BR04,Branch,High,N,1380000,2024-09-17
C01687,Omar Hughes,Individual,Hong Kong,Employee,BR08,Online,Low,N,93100,2025-04-09
C01688,Hannah Singh,Individual,Panama,Employee,BR09,Relationship Manager,Medium,N,27800,2025-07-26
C01689,Silverline Motors PLC,Business,United Kingdom,Money Services,BR02,Online,Medium,N,808000,2025-01-03
C01690,Amir Ali,Individual,Cyprus,Retired,BR06,Branch,Medium,N,15200,2024-08-13
C01691,Larkspur Motors Ltd,Business,United Kingdom,Hospitality,BR05,Online,Medium,N,1670000,2025-02-16
C01692,Olivia Ali,Individual,United Kingdom,Employee,BR09,Online,Low,N,67500,2024-11-19
C01693,Ravi Ali,Individual,United Kingdom,Employee,BR04,Online,Low,N,46700,2024-05-15
C01694,Mei Wright,Individual,United Kingdom,Employee,BR02,Branch,Low,N,37600,2025-07-18
C01695,Silverline Trading LLP,Business,United Kingdom,Real Estate,BR02,Online,High,N,49000,2024-08-30
C01696,Priya Fraser,Individual,United Kingdom,Employee,BR01,Branch,Low,N,33000,2025-01-28
C01697,Priya Shah,Individual,United Kingdom,Retired,BR01,Online,Low,N,43800,2025-10-26
C01698,Daniel Singh,Individual,India,Employee,BR02,Branch,Low,N,22100,2024-05-17
C01699,Amir Hughes,Individual,UAE,Employee,BR01,Online,Medium,N,59500,2024-11-08
C01700,Jack Rossi,Individual,Germany,Employee,BR08,Relationship Manager,Low,N,68300,2024-05-07
C01701,Luca Walsh,Individual,United Kingdom,Employee,BR03,Branch,Low,N,29200,2024-11-15
C01702,Ethan Carter,Individual,India,Employee,BR03,Branch,Low,N,62000,2024-08-08
C01703,Aisha Murray,Individual,United Kingdom,Employee,BR07,Relationship Manager,Low,N,37600,2025-10-31
C01704,Sofia Hughes,Individual,India,Employee,BR02,Online,Low,N,79900,2024-08-09
C01705,Luca Murray,Individual,United Kingdom,Employee,BR06,Online,Low,N,136000,2025-03-24
C01706,Sofia Singh,Individual,United Kingdom,Self-employed,BR08,Relationship Manager,Low,N,20800,2024-04-09
C01707,Daniel Hughes,Individual,United Kingdom,Retired,BR03,Online,Low,N,63700,2024-11-29
C01708,Maria Shah,Individual,UAE,Employee,BR04,Online,Medium,N,87800,2025-09-02
C01709,Luca Brooks,Individual,Cyprus,Employee,BR03,Online,Medium,N,22400,2025-05-06
C01710,Mei Wright,Individual,Germany,Employee,BR03,Introducer,Medium,Y,28400,2024-07-25
C01711,Chen Murray,Individual,Hong Kong,Employee,BR05,Online,Low,N,28200,2025-12-11
C01712,Maria Evans,Individual,Cyprus,Self-employed,BR03,Branch,Medium,N,37100,2025-08-09
C01713,Harbour Logistics Ltd,Business,United Kingdom,Precious Metals,BR04,Online,Medium,N,1946000,2024-10-21
C01714,Jack Fraser,Individual,India,Employee,BR04,Branch,Low,N,35600,2025-12-12
C01715,Larkspur Holdings LLP,Business,United Kingdom,Professional Services,BR01,Online,Low,N,4729000,2024-05-16
C01716,Zara Singh,Individual,United Kingdom,Employee,BR01,Branch,Low,N,12900,2024-08-30
C01717,Redwood Foods Ltd,Business,United Kingdom,Construction,BR04,Online,Medium,N,840000,2025-11-11
C01718,Hannah Shah,Individual,Russia,Property Investor,BR01,Online,Medium,N,60000,2025-12-10
C01719,Olivia Singh,Individual,India,Employee,BR06,Online,High,Y,55900,2025-08-24
C01720,Luca Doyle,Individual,United Kingdom,Employee,BR09,Online,Low,N,21300,2024-05-19
C01721,Thistle Foods PLC,Business,United Kingdom,Construction,BR07,Branch,Low,N,1004000,2024-06-08
C01722,Jack Mensah,Individual,United Kingdom,Employee,BR02,Online,Low,N,89000,2025-04-18
C01723,Sofia Mensah,Individual,India,Employee,BR04,Online,Low,N,39000,2024-02-10
C01724,Tom Carter,Individual,United States,Employee,BR06,Online,Low,N,21900,2025-12-25
C01725,Ironbridge Retail Ltd,Business,United Kingdom,Construction,BR06,Relationship Manager,Medium,N,1139000,2025-11-19
C01726,Maria Murray,Individual,United Kingdom,Employee,BR10,Online,Low,N,112900,2025-08-13
C01727,Amir Walsh,Individual,United Kingdom,Self-employed,BR04,Online,Medium,Y,23600,2025-12-08
C01728,James Brooks,Individual,United Kingdom,Employee,BR02,Relationship Manager,Low,N,41100,2024-06-16
C01729,Northgate Tech Ltd,Business,United Kingdom,Retail,BR03,Online,Low,N,1827000,2025-10-06
C01730,Ethan Wright,Individual,United Kingdom,Retired,BR09,Online,Low,N,43000,2024-07-07
C01731,Omar Walsh,Individual,United Kingdom,Employee,BR05,Online,Low,N,14100,2024-03-29
C01732,Larkspur Holdings LLP,Business,United Kingdom,Charity,BR08,Relationship Manager,Low,N,718000,2024-07-10
C01733,Omar Rossi,Individual,United States,Director,BR07,Online,Low,N,22300,2025-07-20
C01734,Nadia Carter,Individual,United Kingdom,Employee,BR10,Branch,Low,N,18700,2025-11-20
C01735,Hannah Wright,Individual,United Kingdom,Employee,BR04,Online,Low,N,14200,2025-03-23
C01736,Ravi Mensah,Individual,India,Retired,BR10,Branch,Low,N,82000,2024-06-28
C01737,Chen Evans,Individual,Cyprus,Employee,BR09,Online,Medium,N,24300,2025-03-15
C01738,Hannah Okafor,Individual,United Kingdom,Employee,BR08,Introducer,Low,N,49000,2025-01-07
C01739,Larkspur Consulting LLP,Business,United Kingdom,Real Estate,BR09,Introducer,Medium,N,972000,2025-01-13
C01740,Silverline Tech Ltd,Business,Germany,Hospitality,BR04,Online,Low,N,472000,2024-09-12
C01741,Daniel Okafor,Individual,United Kingdom,Retired,BR07,Relationship Manager,Low,N,48000,2024-04-11
C01742,Tom Wright,Individual,Germany,Student,BR05,Relationship Manager,Low,N,50400,2024-09-21
C01743,Grace Doyle,Individual,United Kingdom,Retired,BR07,Introducer,Low,N,43600,2025-10-12
C01744,Oakline Capital Ltd,Business,United Kingdom,Import/Export,BR07,Relationship Manager,Medium,N,3198000,2024-10-25
C01745,Amir Carter,Individual,United Kingdom,Self-employed,BR07,Relationship Manager,Low,N,24100,2024-01-16
C01746,Jack Okafor,Individual,France,Employee,BR03,Branch,Low,N,37700,2024-09-09
C01747,Ethan Mensah,Individual,United Kingdom,Property Investor,BR07,Branch,Low,N,37200,2024-12-02
C01748,Grace Shah,Individual,United Kingdom,Property Investor,BR08,Branch,Low,N,51900,2025-03-14
C01749,Olivia Singh,Individual,United Kingdom,Retired,BR05,Online,Low,N,77700,2025-04-14
C01750,Silverline Tech PLC,Business,India,Import/Export,BR04,Introducer,High,N,481000,2024-11-07
C01751,Zara Khan,Individual,United Kingdom,Self-employed,BR08,Introducer,Low,N,24700,2024-04-14
C01752,Bluefield Property Ltd,Business,France,Professional Services,BR07,Relationship Manager,Low,N,422000,2024-11-18
C01753,Zara Doyle,Individual,Germany,Retired,BR04,Relationship Manager,Low,N,25300,2024-01-03
C01754,Kestrel Motors Ltd,Business,United Kingdom,Retail,BR05,Online,Medium,N,1612000,2025-01-04
C01755,Brightwater Property Ltd,Business,Russia,Professional Services,BR06,Online,Medium,N,116000,2024-11-21
C01756,Crest Construction Ltd,Business,United States,Hospitality,BR06,Online,Medium,N,148000,2024-09-17
C01757,Luca Walsh,Individual,United Kingdom,Self-employed,BR02,Branch,Low,N,42200,2025-04-28
C01758,Priya Rossi,Individual,United Kingdom,Self-employed,BR02,Relationship Manager,Low,N,122400,2025-07-05
C01759,Jack Okafor,Individual,United Kingdom,Employee,BR09,Online,Low,N,53600,2024-07-11
C01760,Nadia Hughes,Individual,United Kingdom,Employee,BR09,Branch,Low,N,126200,2025-01-03
C01761,Daniel Evans,Individual,United Kingdom,Employee,BR03,Online,Low,N,61600,2025-01-07
C01762,Oakline Retail Ltd,Business,United States,Construction,BR09,Online,Low,N,191000,2025-01-07
C01763,Silverline Motors Ltd,Business,Pakistan,Retail,BR04,Relationship Manager,Medium,N,435000,2024-10-21
C01764,Chen Carter,Individual,United Kingdom,Self-employed,BR01,Relationship Manager,Low,N,21100,2024-06-02
C01765,Hannah Hughes,Individual,United Kingdom,Employee,BR07,Branch,Low,N,30700,2024-05-05
C01766,Oakline Retail PLC,Business,United Kingdom,Construction,BR01,Relationship Manager,Low,N,1842000,2024-01-23
C01767,Brightwater Trading LLP,Business,United Kingdom,Construction,BR01,Branch,Low,N,3741000,2024-02-08
C01768,Zara Khan,Individual,United Kingdom,Employee,BR10,Online,Low,N,22000,2025-08-14
C01769,Ravi Shah,Individual,Cyprus,Retired,BR04,Online,Medium,N,51500,2024-02-21
C01770,Crest Consulting Ltd,Business,Pakistan,Professional Services,BR02,Relationship Manager,High,N,881000,2025-09-17
C01771,Omar Patel,Individual,United Kingdom,Employee,BR04,Relationship Manager,Low,N,16000,2025-10-17
C01772,Hannah Doyle,Individual,France,Self-employed,BR05,Branch,Low,N,20500,2024-06-25
C01773,Silverline Imports Ltd,Business,United Kingdom,Retail,BR05,Online,Medium,N,1398000,2024-11-19
C01774,Ironbridge Consulting Ltd,Business,Nigeria,Technology,BR03,Relationship Manager,High,N,259000,2024-09-20
C01775,Brightwater Logistics Ltd,Business,United Kingdom,Charity,BR03,Introducer,Medium,N,610000,2024-10-14
C01776,Thistle Property PLC,Business,United Kingdom,Money Services,BR04,Branch,Medium,N,187000,2024-09-18
C01777,Chen Nowak,Individual,Ireland,Property Investor,BR05,Branch,Low,N,56700,2024-09-07
C01778,Olivia Murray,Individual,United Kingdom,Employee,BR09,Online,Low,N,27000,2025-05-15
C01779,James Singh,Individual,United Kingdom,Employee,BR03,Relationship Manager,Low,N,18400,2024-10-28
C01780,Daniel Ali,Individual,United Kingdom,Employee,BR08,Online,Low,N,28400,2024-05-16
C01781,Zara Khan,Individual,Germany,Employee,BR10,Online,Low,N,59500,2024-10-03
C01782,Maria Patel,Individual,UAE,Employee,BR03,Introducer,Medium,N,68400,2025-12-16
C01783,Daniel Walsh,Individual,United Kingdom,Employee,BR01,Online,Low,N,49600,2025-12-23
C01784,Thistle Property Ltd,Business,United Kingdom,Real Estate,BR05,Online,Medium,N,806000,2024-02-15
C01785,Luca Nowak,Individual,India,Employee,BR09,Introducer,Low,N,113300,2025-02-24
C01786,Hannah Singh,Individual,United Kingdom,Self-employed,BR01,Online,Low,N,30000,2025-12-12
C01787,Ethan Wright,Individual,United Kingdom,Employee,BR02,Branch,Low,N,97900,2024-05-21
C01788,Daniel Fraser,Individual,Germany,Employee,BR06,Branch,Low,N,34300,2024-02-20
C01789,Silverline Foods Ltd,Business,United Kingdom,Professional Services,BR08,Online,Medium,N,538000,2024-06-03
C01790,Ravi Hughes,Individual,UAE,Self-employed,BR01,Branch,Medium,N,61400,2024-08-20
C01791,Amir Reid,Individual,United Kingdom,Employee,BR03,Branch,Low,N,12300,2025-11-14
C01792,Summit Imports PLC,Business,Ireland,Import/Export,BR02,Branch,Medium,N,830000,2024-07-02
C01793,Omar Wright,Individual,United Kingdom,Employee,BR10,Online,Low,N,19300,2024-08-30
C01794,Ravi Mensah,Individual,United Kingdom,Employee,BR06,Relationship Manager,Low,N,13800,2024-07-08
C01795,Jack Carter,Individual,United Kingdom,Property Investor,BR04,Online,Low,N,68000,2024-10-13
C01796,Ravi Okafor,Individual,United States,Employee,BR08,Relationship Manager,Low,N,138900,2025-12-28
C01797,Hannah Carter,Individual,Pakistan,Employee,BR04,Introducer,Medium,N,34400,2024-03-02
C01798,Chen Okafor,Individual,Nigeria,Employee,BR09,Online,Medium,N,67000,2024-12-01
C01799,Ethan Carter,Individual,United Kingdom,Employee,BR02,Online,Low,N,97800,2025-03-24
C01800,James Ali,Individual,United Kingdom,Employee,BR01,Branch,Low,N,45500,2024-03-28
C01801,Mei Ali,Individual,Nigeria,Employee,BR03,Online,Medium,N,39500,2024-02-02
C01802,Tom Lopez,Individual,Germany,Employee,BR02,Branch,Low,N,34600,2025-12-19
C01803,Kestrel Foods LLP,Business,United Kingdom,Crypto Assets,BR08,Online,High,N,524000,2024-07-15
C01804,James Hughes,Individual,United States,Employee,BR04,Introducer,Low,N,67800,2024-06-26
C01805,Nadia Khan,Individual,United Kingdom,Employee,BR02,Online,Low,N,52900,2024-09-11
C01806,Olivia Nowak,Individual,United Kingdom,Retired,BR07,Branch,Low,N,51900,2024-02-23
C01807,Hannah Khan,Individual,United States,Employee,BR04,Relationship Manager,Low,N,38900,2024-04-17
C01808,James Fraser,Individual,United Kingdom,Senior Public Official,BR04,Introducer,High,Y,15400,2024-01-18
C01809,Silverline Property Ltd,Business,United Kingdom,Construction,BR02,Relationship Manager,Medium,N,975000,2025-01-25
C01810,Summit Motors PLC,Business,United Kingdom,Money Services,BR10,Branch,Medium,N,775000,2024-12-04
C01811,Ethan Hughes,Individual,Russia,Director,BR06,Online,Medium,N,58200,2024-07-19
C01812,Nadia Fraser,Individual,United Kingdom,Employee,BR08,Online,Low,N,63200,2025-11-02
C01813,Bluefield Logistics PLC,Business,India,Technology,BR07,Online,Low,N,718000,2024-08-11
C01814,Amir Reid,Individual,United Kingdom,Self-employed,BR04,Online,Low,N,27900,2024-01-13
C01815,Amir Walsh,Individual,United Kingdom,Retired,BR01,Relationship Manager,Low,N,143300,2024-03-13
C01816,Nadia Singh,Individual,United Kingdom,Employee,BR06,Branch,Low,N,38300,2025-06-14
C01817,Sofia Khan,Individual,United Kingdom,Employee,BR01,Introducer,Low,N,19300,2025-01-24
C01818,Ironbridge Construction Ltd,Business,United Kingdom,Retail,BR10,Branch,Medium,N,448000,2024-07-09
C01819,Luca Walsh,Individual,United Kingdom,Property Investor,BR02,Branch,Low,N,25200,2024-06-29
C01820,Crest Tech Ltd,Business,Ireland,Retail,BR03,Relationship Manager,Low,N,290000,2024-06-09
C01821,Omar Okafor,Individual,United Kingdom,Employee,BR05,Online,Low,N,54800,2024-11-04
C01822,Sofia Evans,Individual,India,Senior Public Official,BR04,Online,High,Y,23200,2025-05-29
C01823,Aisha Okafor,Individual,UAE,Employee,BR06,Online,High,Y,48700,2025-04-11
C01824,Ethan Carter,Individual,United Kingdom,Self-employed,BR07,Branch,Low,N,24600,2025-06-30
C01825,Mei Patel,Individual,United Kingdom,Employee,BR07,Branch,Low,N,61300,2024-01-31
C01826,Daniel Shah,Individual,United Kingdom,Self-employed,BR09,Relationship Manager,Low,N,44800,2025-02-12
C01827,Priya Patel,Individual,United Kingdom,Employee,BR04,Branch,Low,N,8500,2025-07-12
C01828,Ironbridge Trading Ltd,Business,United Kingdom,Hospitality,BR04,Introducer,Low,N,237000,2024-05-27
C01829,Maria Reid,Individual,United Kingdom,Employee,BR08,Relationship Manager,Low,N,33700,2025-03-02
C01830,Chen Nowak,Individual,United Kingdom,Employee,BR02,Relationship Manager,Low,N,93900,2024-01-05
C01831,Mei Doyle,Individual,United Kingdom,Employee,BR02,Relationship Manager,Low,N,50900,2025-10-27
C01832,Jack Khan,Individual,Russia,Employee,BR01,Online,Medium,N,63200,2025-06-22
C01833,Redwood Motors LLP,Business,United Kingdom,Import/Export,BR07,Online,Medium,N,791000,2025-03-31
C01834,Crest Foods PLC,Business,United Kingdom,Professional Services,BR06,Relationship Manager,Medium,N,66000,2025-03-14
C01835,Northgate Foods Ltd,Business,United Kingdom,Construction,BR02,Online,Medium,N,345000,2025-05-04
C01836,Olivia Nowak,Individual,Germany,Employee,BR01,Branch,Low,N,32300,2024-11-04
C01837,Maria Nowak,Individual,United Kingdom,Employee,BR01,Online,Low,N,89600,2025-12-07
C01838,Daniel Brooks,Individual,United Kingdom,Student,BR04,Branch,Low,N,36600,2024-06-05
C01839,Hannah Patel,Individual,France,Employee,BR02,Online,Low,N,19200,2025-08-15
C01840,Tom Nowak,Individual,United Kingdom,Retired,BR07,Introducer,Low,N,24400,2025-07-10
C01841,Tom Evans,Individual,United Kingdom,Self-employed,BR10,Online,Low,N,71600,2025-09-04
C01842,Grace Singh,Individual,United Kingdom,Retired,BR07,Branch,Low,N,36300,2024-02-21
C01843,Jack Nowak,Individual,India,Student,BR08,Branch,Low,N,35200,2024-11-21
C01844,Olivia Carter,Individual,Russia,Employee,BR10,Online,Medium,N,75800,2025-04-14
C01845,Oakline Holdings Ltd,Business,Nigeria,Charity,BR07,Branch,Medium,N,887000,2025-03-28
C01846,Crest Capital Ltd,Business,United Kingdom,Import/Export,BR05,Online,Medium,N,504000,2025-05-18
C01847,James Shah,Individual,United Kingdom,Self-employed,BR08,Relationship Manager,Low,N,24100,2025-04-08
C01848,Crest Foods Ltd,Business,United Kingdom,Professional Services,BR05,Online,Medium,N,306000,2024-06-12
C01849,Tom Doyle,Individual,UAE,Employee,BR03,Online,Medium,N,34600,2025-08-28
C01850,Meridian Imports PLC,Business,Cyprus,Money Services,BR01,Online,High,N,220000,2024-12-19
C01851,Meridian Holdings Ltd,Business,UAE,Hospitality,BR06,Branch,High,N,294000,2025-12-10
C01852,Amir Fraser,Individual,United Kingdom,Self-employed,BR09,Online,Low,N,44300,2025-01-15
C01853,Redwood Imports LLP,Business,France,Construction,BR06,Online,Medium,N,474000,2025-01-27
C01854,Summit Logistics Ltd,Business,Pakistan,Real Estate,BR03,Online,High,N,103000,2025-03-08
C01855,Summit Logistics Ltd,Business,Germany,Professional Services,BR05,Online,Medium,N,1664000,2025-09-28
C01856,Pinnacle Consulting Ltd,Business,Germany,Professional Services,BR08,Online,Medium,N,906000,2025-10-20
C01857,Maria Reid,Individual,United Kingdom,Employee,BR07,Branch,Low,N,69200,2025-03-03
C01858,Nadia Carter,Individual,Ireland,Retired,BR04,Online,Low,N,79600,2025-02-03
C01859,Silverline Property Ltd,Business,United Kingdom,Real Estate,BR03,Branch,Medium,N,270000,2024-02-09
C01860,Luca Nowak,Individual,United Kingdom,Director,BR03,Online,Low,N,54600,2024-02-19
C01861,Nadia Mensah,Individual,UAE,Student,BR09,Branch,Medium,N,14200,2025-06-22
C01862,Olivia Evans,Individual,Cyprus,Student,BR01,Relationship Manager,Medium,N,39800,2024-09-09
C01863,Nadia Patel,Individual,UAE,Employee,BR08,Online,Medium,N,22600,2024-11-15
C01864,Aisha Rossi,Individual,United Kingdom,Retired,BR02,Branch,Low,N,86600,2025-04-04
C01865,Northgate Construction LLP,Business,United Kingdom,Crypto Assets,BR10,Branch,High,N,2435000,2024-06-11
C01866,Grace Brooks,Individual,United Kingdom,Student,BR04,Introducer,Low,N,22700,2024-08-31
C01867,Pinnacle Capital PLC,Business,UAE,Retail,BR07,Online,Medium,N,283000,2024-02-01
C01868,Oakline Property Ltd,Business,Ireland,Money Services,BR07,Relationship Manager,Medium,N,724000,2025-07-15
C01869,Tom Ali,Individual,Hong Kong,Employee,BR07,Relationship Manager,Low,N,68900,2025-01-06
C01870,Priya Walsh,Individual,United Kingdom,Employee,BR07,Online,Low,N,14700,2024-05-18
C01871,Nadia Khan,Individual,United Kingdom,Self-employed,BR01,Online,Low,N,10700,2025-03-11
C01872,Kestrel Foods Ltd,Business,Nigeria,Technology,BR02,Online,Medium,N,11049000,2024-04-14
C01873,Pinnacle Retail Ltd,Business,United Kingdom,Professional Services,BR02,Relationship Manager,Low,N,526000,2025-07-24
C01874,Aisha Rossi,Individual,Hong Kong,Employee,BR06,Online,Low,N,44100,2024-06-17
C01875,James Fraser,Individual,United Kingdom,Senior Public Official,BR06,Introducer,Medium,Y,57300,2024-07-16
C01876,Daniel Reid,Individual,United Kingdom,Employee,BR02,Online,Low,N,84300,2025-10-02
C01877,Hannah Nowak,Individual,United Kingdom,Employee,BR07,Relationship Manager,Low,N,27600,2025-06-27
C01878,Pinnacle Logistics LLP,Business,Pakistan,Import/Export,BR02,Branch,High,N,419000,2025-05-12
C01879,Silverline Capital PLC,Business,Ireland,Technology,BR03,Online,Medium,N,1433000,2025-03-15
C01880,Hannah Brooks,Individual,India,Employee,BR03,Branch,Low,N,19800,2025-01-15
C01881,Larkspur Retail Ltd,Business,Nigeria,Real Estate,BR07,Relationship Manager,High,N,203000,2024-05-20
C01882,Tom Murray,Individual,United Kingdom,Employee,BR01,Branch,Low,N,47300,2024-08-07
C01883,Thistle Construction Ltd,Business,Nigeria,Professional Services,BR09,Online,High,N,3418000,2025-12-04
C01884,Zara Shah,Individual,Cyprus,Student,BR06,Branch,Medium,N,43700,2025-11-02
C01885,Ravi Fraser,Individual,United Kingdom,Retired,BR05,Branch,Medium,Y,36900,2025-06-14
C01886,Harbour Motors PLC,Business,India,Construction,BR02,Online,Medium,N,210000,2025-10-11
C01887,Grace Walsh,Individual,United Kingdom,Employee,BR07,Relationship Manager,Low,N,32300,2025-08-10
C01888,Daniel Khan,Individual,United Kingdom,Employee,BR08,Branch,Low,N,46000,2024-10-18
C01889,Thistle Capital Ltd,Business,United Kingdom,Retail,BR04,Relationship Manager,Low,N,1185000,2025-06-07
C01890,Aisha Shah,Individual,Pakistan,Employee,BR02,Relationship Manager,Medium,N,22900,2025-07-04
C01891,Priya Doyle,Individual,United Kingdom,Employee,BR03,Introducer,Low,N,44500,2024-04-11
C01892,Amir Okafor,Individual,United Kingdom,Retired,BR03,Online,Low,N,23400,2025-10-29
C01893,Grace Wright,Individual,Germany,Employee,BR02,Online,Low,N,64900,2024-12-26
C01894,Zara Reid,Individual,United Kingdom,Self-employed,BR06,Online,Low,N,57300,2024-08-17
C01895,Daniel Ali,Individual,Nigeria,Employee,BR03,Branch,Medium,N,25400,2024-12-12
C01896,Brightwater Tech Ltd,Business,Cyprus,Technology,BR08,Online,High,N,1791000,2024-08-28
C01897,Ethan Singh,Individual,United Kingdom,Property Investor,BR04,Relationship Manager,Low,N,25300,2024-08-31
C01898,Luca Reid,Individual,United Kingdom,Employee,BR05,Branch,Low,N,15300,2025-02-02
C01899,Oakline Tech Ltd,Business,Russia,Retail,BR10,Branch,Medium,N,466000,2025-12-30
C01900,Grace Walsh,Individual,United Kingdom,Student,BR04,Online,Low,N,38900,2024-10-25
C01901,Kestrel Consulting Ltd,Business,United Kingdom,Retail,BR01,Relationship Manager,Medium,N,6518000,2024-06-05
C01902,Ethan Hughes,Individual,Hong Kong,Employee,BR04,Online,Low,N,43900,2025-07-10
C01903,Summit Consulting Ltd,Business,United States,Retail,BR04,Relationship Manager,Medium,N,962000,2024-08-03
C01904,Olivia Fraser,Individual,Ireland,Senior Public Official,BR07,Online,High,Y,22300,2025-01-27
C01905,Zara Patel,Individual,United Kingdom,Employee,BR08,Online,Low,N,32000,2024-07-04
C01906,Brightwater Construction PLC,Business,United States,Hospitality,BR06,Introducer,Medium,N,218000,2024-06-03
C01907,Luca Khan,Individual,Ireland,Employee,BR10,Online,Low,N,12600,2024-07-03
C01908,Priya Carter,Individual,Ireland,Self-employed,BR02,Online,Low,N,30600,2024-09-17
C01909,Aisha Wright,Individual,UAE,Employee,BR02,Introducer,Medium,N,21100,2025-11-29
C01910,James Walsh,Individual,Ireland,Retired,BR02,Branch,Low,N,35700,2025-05-05
C01911,Zara Rossi,Individual,United Kingdom,Student,BR06,Branch,Low,N,30900,2025-05-23
C01912,Mei Okafor,Individual,United Kingdom,Employee,BR02,Introducer,Low,N,57600,2024-02-09
C01913,Mei Rossi,Individual,United Kingdom,Employee,BR01,Online,Low,N,46800,2024-01-08
C01914,Aisha Singh,Individual,United Kingdom,Retired,BR10,Introducer,Low,N,18300,2024-09-07
C01915,Mei Rossi,Individual,United Kingdom,Student,BR02,Relationship Manager,Low,N,28200,2025-10-10
C01916,Mei Khan,Individual,United Kingdom,Employee,BR02,Online,Low,N,40100,2024-01-12
C01917,Sofia Wright,Individual,Nigeria,Employee,BR03,Online,Medium,N,62500,2025-07-14
C01918,Nadia Khan,Individual,United Kingdom,Employee,BR01,Online,Low,N,172800,2025-08-23
C01919,Amir Murray,Individual,United Kingdom,Employee,BR01,Branch,Low,N,61200,2024-07-22
C01920,Luca Carter,Individual,United Kingdom,Employee,BR02,Online,Low,N,21900,2024-03-26
C01921,Olivia Shah,Individual,United Kingdom,Employee,BR03,Relationship Manager,Low,N,37900,2024-04-22
C01922,James Singh,Individual,Nigeria,Employee,BR08,Introducer,Medium,N,44700,2024-02-26
C01923,Grace Khan,Individual,United Kingdom,Retired,BR03,Introducer,Low,N,29400,2025-09-08
C01924,Maria Patel,Individual,United Kingdom,Retired,BR07,Introducer,Low,N,53200,2025-07-28
C01925,Grace Wright,Individual,Nigeria,Retired,BR07,Branch,Medium,N,10300,2025-05-06
C01926,Hannah Reid,Individual,United Kingdom,Self-employed,BR07,Online,Low,N,55900,2024-03-06
